iter	Logloss
130	0.1752623013
131	0.1734067236
132	0.1720795223
133	0.1707525253
134	0.1695775986
135	0.1679462978
136	0.1668447495
137	0.1658309392
138	0.1644118718
139	0.1631683895
140	0.16216556
141	0.1608827046
142	0.1598504748
143	0.1583296367
144	0.1569330352
145	0.155530153
146	0.1542999268
147	0.1530907086
148	0.1520375116
149	0.1502159664
150	0.1492286955
151	0.14819073
152	0.1470547267
153	0.1460778918
154	0.1450581414
155	0.1442380088
156	0.1429232734
157	0.1420434407
158	0.1408959525
159	0.13996315
160	0.1389751162
161	0.1380211966
162	0.1370636804
163	0.1361299787
164	0.1350880759
165	0.1339769908
166	0.1330876214
167	0.1324473245
168	0.1317456245
169	0.1305559567
170	0.129798821
171	0.1288639069
172	0.1281395503
173	0.1272307941
174	0.1261383602
175	0.1253180368
176	0.1244636944
177	0.1236905507
178	0.1229019438
179	0.1219627108
180	0.120962429
181	0.1200963157
182	0.1190520559
183	0.1184370858
184	0.1176468713
185	0.1170386996
186	0.1160234996
187	0.1153487887
188	0.1145791735
189	0.1139130865
190	0.1132299015
191	0.1127333709
192	0.1120510987
193	0.1113366808
194	0.1106309959
195	0.109894589
196	0.1092978205
197	0.1084496089
198	0.1078062671
199	0.1070701735
200	0.106159653
201	0.1055291448
202	0.1047505242
203	0.1041098867
204	0.1031534467
205	0.1025001458
206	0.1019527095
207	0.1015130724
208	0.1009296009
209	0.1003086635
210	0.09973801885
211	0.09916542598
212	0.09830357688
213	0.09764376368
214	0.09704575539
215	0.09635780198
216	0.09592846462
217	0.09545072828
218	0.09495691572
219	0.0946018219
220	0.09398185866
221	0.09335001537
222	0.09285154343
223	0.09236740385
224	0.09169044495
225	0.0912084307
226	0.09067408017
227	0.09023620061
228	0.08976980618
229	0.08912027223
230	0.08867412976
231	0.08818311691
232	0.08778681755
233	0.08720904759
234	0.08659170696
235	0.08621367727
236	0.08571237837
237	0.0851981163
238	0.0847486496
239	0.08423532077
240	0.08386253629
241	0.08347501755
242	0.08301984923
243	0.08255558014
244	0.0821131025
245	0.08169491632
246	0.08131583078
247	0.08092855045
248	0.08054350444
249	0.08017982074
250	0.0797244685
251	0.07930255617
252	0.07884721756
253	0.07832924979
254	0.0779195513
255	0.07741674696
256	0.07703255245
257	0.07667788097
258	0.07626564843
259	0.07585092272
260	0.07561138698
261	0.07519524438
262	0.07485397884
263	0.07456169128
264	0.07425638608
265	0.07387078149
266	0.07351414136
267	0.0731486593
268	0.07276810237
269	0.07240259988
270	0.07213407244
271	0.07184807914
272	0.07136169161
273	0.0710152626
274	0.07070888792
275	0.07037700926
276	0.06998575074
277	0.06968027524
278	0.06929450716
279	0.0690628188
280	0.06879891668
281	0.06842491286
282	0.06810030256
283	0.06769364221
284	0.06739404542
285	0.06710965293
286	0.06679474286
287	0.06653669221
288	0.06621009963
289	0.06583448138
290	0.06552709171
291	0.06526353019
292	0.06506884439
293	0.06473635265
294	0.06445388113
295	0.06394406046
296	0.06363447053
297	0.06342601776
298	0.06310089656
299	0.06287013463
300	0.06256905283
301	0.06235670362
302	0.06198712758
303	0.06174258505
304	0.06139114244
305	0.06108944757
306	0.06081854275
307	0.06051631655
308	0.0602485248
309	0.0600420475
310	0.05980610847
311	0.05943440029
312	0.05909139769
313	0.05882965497
314	0.05857974461
315	0.05828911918
316	0.05798854828
317	0.05775678498
318	0.05749919074
319	0.05728265217
320	0.05708105905
321	0.05686702728
322	0.05665239266
323	0.05642292159
324	0.05618294307
325	0.05599263396
326	0.05570030553
327	0.05544301442
328	0.05521430288
329	0.05499129977
330	0.05481807845
331	0.05461619241
332	0.05440459933
333	0.05417332649
334	0.05391857283
335	0.05368358067
336	0.05343249525
337	0.05319801399
338	0.05299594402
339	0.0527244091
340	0.05250318391
341	0.05230736051
342	0.05214697974
343	0.05189814568
344	0.05168187959
345	0.05144935335
346	0.05132233756
347	0.05108100006
348	0.05087770053
349	0.05065456118
350	0.05044755254
351	0.05033478056
352	0.05008470672
353	0.04984384264
354	0.04962447711
355	0.04938753673
356	0.04920629093
357	0.04906693867
358	0.04889532498
359	0.0485686779
360	0.04844110353
361	0.04829021522
362	0.04811082567
363	0.04785172939
364	0.04762522834
365	0.04744702407
366	0.04726486887
367	0.04707940306
368	0.0469022819
369	0.04668684687
370	0.04655402047
371	0.04642147337
372	0.04630497524
373	0.04613780294
374	0.04599152293
375	0.0457775116
376	0.04562431744
377	0.04547803061
378	0.04531988076
379	0.04518755504
380	0.04505782809
381	0.04486980098
382	0.0446523462
383	0.04453827994
384	0.04438256536
385	0.04411099298
386	0.04395571436
387	0.04378060613
388	0.04360698972
389	0.04340203149
390	0.0432135037
391	0.04305667196
392	0.04290179525
393	0.04279915946
394	0.0426501785
395	0.04249910627
396	0.04236621175
397	0.04222468989
398	0.04211563383
399	0.04195353304
400	0.04183489255
401	0.04169288363
402	0.04153360639
403	0.04135161127
404	0.04115746702
405	0.04098264149
406	0.04082574163
407	0.04067098754
408	0.04051954065
409	0.04039392812
410	0.04028641496
411	0.04018401759
412	0.04005777155
413	0.03993913106
414	0.03979084832
415	0.03965708528
416	0.03951119014
417	0.0393819264
418	0.03924766949
419	0.0391123976
420	0.03899900573
421	0.03889971801
422	0.03875456538
423	0.03863333975
424	0.03851067679
425	0.0384252412
426	0.03828652586
427	0.03816430228
428	0.03801145554
429	0.03794003214
430	0.03779727391
431	0.03762546607
432	0.03749637944
433	0.03733819553
434	0.03716416359
435	0.03703878266
436	0.03692282949
437	0.03681694439
438	0.03671264648
439	0.03661167281
440	0.03650195939
441	0.03638755253
442	0.03629734857
443	0.03620269639
444	0.03610902173
445	0.03600752013
446	0.03590679169
447	0.03577543667
448	0.03567315851
449	0.0355337177
450	0.03543738638
451	0.03535863331
452	0.03527334758
453	0.03515369552
454	0.03493728638
455	0.03484312466
456	0.03478488582
457	0.03466552666
458	0.03456662382
459	0.0344061579
460	0.03421480656
461	0.03412453447
462	0.03403441565
463	0.03393817629
464	0.03384665762
465	0.03374435561
466	0.03362488747
467	0.0335143464
468	0.03341265406
469	0.03326753548
470	0.0331913335
471	0.03307043484
472	0.03298630714
473	0.03288444792
474	0.03279235022
475	0.03270156724
476	0.03262200356
477	0.03254124778
478	0.03246805327
479	0.03239830221
480	0.03230418137
481	0.03222963469
482	0.0321639095
483	0.03202604566
484	0.03191887311
485	0.03185671057
486	0.03176212311
487	0.03168002537
488	0.03158955574
489	0.03152899742
490	0.03143907275
491	0.03134771075
492	0.03124201979
493	0.03117027283
494	0.03110619954
495	0.03101153033
496	0.03093850953
497	0.03083526407
498	0.0307450022
499	0.03061928408
500	0.03052553449
501	0.0304348026
502	0.03035280364
503	0.03026915618
504	0.03015916007
505	0.03007259369
506	0.0299280371
507	0.02986192703
508	0.02977781296
509	0.02970758847
510	0.02961221082
511	0.02951735088
512	0.02942909854
513	0.02930878231
514	0.02923701831
515	0.02913309847
516	0.02902965205
517	0.02890979222
518	0.0288463865
519	0.02877413545
520	0.02871546405
521	0.0286425863
522	0.0285708189
523	0.02848232303
524	0.02840404
525	0.02832942009
526	0.02824975082
527	0.02817988736
528	0.028111044
529	0.02804385594
530	0.02797849008
531	0.02790229491
532	0.02779032503
533	0.02773170982
534	0.02767379284
535	0.0276038272
536	0.02756329945
537	0.02745389087
538	0.02735999141
539	0.02727687018
540	0.02720983539
541	0.02713509117
542	0.02706444093
543	0.02700527906
544	0.02693045821
545	0.02688503606
546	0.02683751924
547	0.02678762163
548	0.02673020022
549	0.02666447674
550	0.02656971727
551	0.02650696891
552	0.02642969915
553	0.02634686743
554	0.02628573179
555	0.02621944291
556	0.02614570005
557	0.02602634089
558	0.02596349205
559	0.02591471672
560	0.02584142174
561	0.02579083783
562	0.02574572052
563	0.02568312543
564	0.02559583868
565	0.02554506063
566	0.02548029082
567	0.02539068801
568	0.0253356014
569	0.0252842801
570	0.02520945753
571	0.02515144689
572	0.02509598051
573	0.02503094503
574	0.02497153112
575	0.02491226877
576	0.02485694545
577	0.02479150976
578	0.02474504028
579	0.02469255243
580	0.02462427105
581	0.02455643415
582	0.02450590474
583	0.02447458506
584	0.02442486967
585	0.02435839857
586	0.02429759162
587	0.02423265321
588	0.02417458977
589	0.02410589116
590	0.02406202384
591	0.02400494644
592	0.02394549506
593	0.02388936792
594	0.02381514141
595	0.02376758371
596	0.02371262653
597	0.02365699836
598	0.02359711102
599	0.02350014448
600	0.02341709137
601	0.02337827682
602	0.02329407419
603	0.02320158822
604	0.02316344636
605	0.02313364574
606	0.02308221374
607	0.02302860192
608	0.02299458981
609	0.02292761632
610	0.02287425654
611	0.02281496525
612	0.02277190515
613	0.02271210126
614	0.02265968323
615	0.02262386765
616	0.02255693504
617	0.02247930254
618	0.02241168022
619	0.02235934394
620	0.02230049542
621	0.02225831747
622	0.02220794473
623	0.02216033595
624	0.02211749894
625	0.02206669535
626	0.0220065781
627	0.02195099422
628	0.02191477844
629	0.02186547688
630	0.0217929244
631	0.02173906905
632	0.02169594254
633	0.0216454574
634	0.02159084252
635	0.02154940196
636	0.02150620733
637	0.02145758527
638	0.02141147682
639	0.02135939768
640	0.02131065982
641	0.02125724724
642	0.02120046786
643	0.02114325251
644	0.02109363931
645	0.02105349813
646	0.02099832296
647	0.02096668312
648	0.02091589315
649	0.0208646621
650	0.0208307709
651	0.02077102831
652	0.02072914328
653	0.02068567276
654	0.02064514841
655	0.02061066457
656	0.02057799782
657	0.02053233726
658	0.02049608231
659	0.02045400483
660	0.02040273973
661	0.02034511907
662	0.02030858653
663	0.02027477537
664	0.02022248336
665	0.02017566477
666	0.02013101237
667	0.02007833208
668	0.02003804786
669	0.01999128546
670	0.01995946169
671	0.01991091967
672	0.01987193653
673	0.01984250716
674	0.01980436189
675	0.01974977085
676	0.01969264916
677	0.01965204307
678	0.01961952278
679	0.01958034549
680	0.0195551736
681	0.01952383859
682	0.01947302478
683	0.01943785804
684	0.0193567293
685	0.01931653534
686	0.01928019013
687	0.01924294233
688	0.01919429983
689	0.01915994372
690	0.01912178312
691	0.01907515526
692	0.0190316609
693	0.01899348157
694	0.01894433498
695	0.01891311748
696	0.01885441882
697	0.01882509163
698	0.01878205878
699	0.01875019584
700	0.01870594025
701	0.01867915562
702	0.01862727404
703	0.01858683143
704	0.01852344785
705	0.01849515779
706	0.0184689045
707	0.01842626674
708	0.01839220524
709	0.01834286622
710	0.01829913514
711	0.01825433629
712	0.01822601046
713	0.018171525
714	0.0181194084
715	0.01809177399
716	0.01805922304
717	0.01802074569
718	0.01797811304
719	0.01794554847
720	0.01790565082
721	0.01786989825
722	0.01782248701
723	0.0177838632
724	0.01773995672
725	0.01770640271
726	0.01765873092
727	0.01762617316
728	0.01759429319
729	0.01755536965
730	0.01752010414
731	0.01749417952
732	0.01746701513
733	0.01742468561
734	0.01739020348
735	0.01734731538
736	0.01731539113
737	0.01728573867
738	0.01725577968
739	0.01720485347
740	0.01716427973
741	0.01712827001
742	0.01708698102
743	0.01705608709
744	0.01702043329
745	0.01699436562
746	0.01696459906
747	0.0169360825
748	0.01690715381
749	0.01687627179
750	0.01685134854
751	0.01681738581
752	0.01678522825
753	0.0167671408
754	0.01674297367
755	0.01670569352
756	0.01667859895
757	0.01664652484
758	0.01661249399
759	0.01658451217
760	0.01654002837
761	0.01649842603
762	0.01646931171
763	0.0164454937
764	0.01641406502
765	0.01637759379
766	0.01635324103
767	0.01631227221
768	0.01628299611
769	0.01624647549
770	0.0162151541
771	0.01618460757
772	0.01614533152
773	0.01611050197
774	0.01607687814
775	0.01603454351
776	0.01598886422
777	0.01595817123
778	0.01592920167
779	0.01589993238
780	0.01587725878
781	0.0158533471
782	0.01582728113
783	0.01580192872
784	0.01577820437
785	0.01575135503
786	0.01571631091
787	0.01568262407
788	0.01565415348
789	0.01563243696
790	0.01560618196
791	0.01557679006
792	0.01554524728
793	0.01552079065
794	0.01548843043
795	0.01544456141
796	0.01540897063
797	0.01537264245
798	0.01535333225
799	0.01531034538
800	0.01527820315
801	0.01525328841
802	0.01522327321
803	0.01520239115
804	0.0151692697
805	0.01512695381
806	0.01510749885
807	0.01508282253
808	0.01505424465
809	0.01502375603
810	0.01498429946
811	0.01495852641
812	0.0149111322
813	0.01488499301
814	0.01486004421
815	0.0148310474
816	0.01480692114
817	0.01479063034
818	0.01476383039
819	0.01474045345
820	0.01471656901
821	0.01469664744
822	0.01467549801
823	0.01465314627
824	0.01462960584
825	0.01461143153
826	0.01458709581
827	0.01456022433
828	0.01454382624
829	0.01451330866
830	0.01448219163
831	0.01445680686
832	0.01442431552
833	0.01437622479
834	0.01434683459
835	0.01433010101
836	0.01428819214
837	0.01425840173
838	0.01422844614
839	0.01419648102
840	0.01416195376
841	0.01413662519
842	0.01411368762
843	0.01409029705
844	0.01405866742
845	0.01403838907
846	0.01401230948
847	0.01397124188
848	0.01394548246
849	0.01392408013
850	0.01389098678
851	0.01387178217
852	0.01385226931
853	0.01383070179
854	0.01380377497
855	0.0137836286
856	0.01375386204
857	0.01372526373
858	0.01369452732
859	0.013662076
860	0.01363544805
861	0.01360760161
862	0.013581568
863	0.01356449042
864	0.01354550379
865	0.01353178705
866	0.01350474272
867	0.01348310368
868	0.01345792072
869	0.01343984434
870	0.01341506754
871	0.0133859098
872	0.01336517164
873	0.01334167974
874	0.01330893976
875	0.0132941229
876	0.01327113083
877	0.01324384042
878	0.0132292441
879	0.01320633548
880	0.01318095326
881	0.01315184832
882	0.01312698126
883	0.01310576371
884	0.01308347498
885	0.01306345889
886	0.0130306576
887	0.01301291926
888	0.01298815949
889	0.01296699813
890	0.0129478378
891	0.01292745982
892	0.01291031923
893	0.01288713728
894	0.0128637995
895	0.01283824444
896	0.01281687532
897	0.01279041767
898	0.01277002437
899	0.01273537023
900	0.01271061642
901	0.01268929754
902	0.01267183253
903	0.01264775481
904	0.01262996197
905	0.01260411995
906	0.01258350781
907	0.01257013253
908	0.01254956211
909	0.01253267867
910	0.01251279286
911	0.01249057565
912	0.01247126205
913	0.01244991677
914	0.01242665052
915	0.01240388836
916	0.01237995795
917	0.01236191222
918	0.01234234401
919	0.01231537376
920	0.01229567272
921	0.01227315749
922	0.01224843604
923	0.01223075986
924	0.01219811354
925	0.01217002869
926	0.01214628049
927	0.0121246968
928	0.01210559011
929	0.01208008017
930	0.01206040297
931	0.01203542607
932	0.01202217255
933	0.01198691811
934	0.01195877961
935	0.01193266852
936	0.01190376793
937	0.01188696453
938	0.01186877659
939	0.01185172626
940	0.01182937111
941	0.01180340988
942	0.01179208585
943	0.01177487884
944	0.01175314699
945	0.01172979389
946	0.01170894759
947	0.01168323415
948	0.01166187354
949	0.01163434642
950	0.01161709002
951	0.01160041945
952	0.01157422832
953	0.0115524854
954	0.01152487653
955	0.0115077751
956	0.01148113694
957	0.01145936591
958	0.01144246204
959	0.01142833233
960	0.01140619772
961	0.01138803278
962	0.01136970179
963	0.01135366985
964	0.01133546829
965	0.01130562765
966	0.01128670233
967	0.01126202685
968	0.01125295843
969	0.01123420256
970	0.01121583666
971	0.01119726385
972	0.01118041362
973	0.01116079944
974	0.01113651054
975	0.01111819659
976	0.01109650305
977	0.01107614381
978	0.01105703541
979	0.01103754044
980	0.01102212667
981	0.01100783689
982	0.01099588871
983	0.01097611274
984	0.01095187068
985	0.01093917574
986	0.01092418432
987	0.01089597515
988	0.01088465622
989	0.01086555038
990	0.01084613119
991	0.01082170521
992	0.0108043313
993	0.01078226055
994	0.01076899086
995	0.0107550587
996	0.01073900802
997	0.01072456837
998	0.01070769514
999	0.01068719115
